"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
1.514274875E1;2.047500153E2;3.404250183E2;1.108687515E2;4.124362277E2
1.515274875E1;2.046937561E2;3.405750122E2;1.111125031E2;4.125976988E2
1.516274875E1;2.045062561E2;3.405187683E2;1.111125031E2;4.124582751E2
1.517274875E1;2.044125061E2;3.406500244E2;1.110187531E2;4.124949397E2
1.518274875E1;2.043000031E2;3.406687622E2;1.109250031E2;4.124294523E2
1.519274875E1;2.041312561E2;3.405000000E2;1.109062576E2;4.122014286E2
1.520274875E1;2.040750122E2;3.403312683E2;1.107375031E2;4.119888073E2
1.521274875E1;2.040562592E2;3.403125000E2;1.104937515E2;4.118985599E2
1.522274875E1;2.040562592E2;3.407250061E2;1.103812561E2;4.122093017E2
1.523274875E1;2.039250031E2;3.406687622E2;1.102312546E2;4.120576924E2
1.524274875E1;2.039625092E2;3.407437744E2;1.100250015E2;4.120831541E2
1.525274875E1;2.041875153E2;3.406687622E2;1.101750031E2;4.121726316E2
1.526274875E1;2.043562622E2;3.408750000E2;1.101000061E2;4.124066669E2
1.527274875E1;2.045437622E2;3.408937683E2;1.101750031E2;4.125351418E2
1.528274875E1;2.045062561E2;3.409500122E2;1.103250046E2;4.126031098E2
1.529274875E1;2.045062561E2;3.408562622E2;1.104187546E2;4.125507261E2
1.530274875E1;2.046375122E2;3.407625122E2;1.103625031E2;4.125233123E2
1.531274875E1;2.049375153E2;3.407062683E2;1.104937515E2;4.126608966E2
1.532274875E1;2.050312653E2;3.408937683E2;1.107375031E2;4.129275670E2
1.533274875E1;2.049750061E2;3.411187744E2;1.107375031E2;4.130854221E2
1.534274875E1;2.047875061E2;3.408937683E2;1.107937546E2;4.128216806E2
1.535274875E1;2.047687531E2;3.411562500E2;1.109625015E2;4.130744556E2
1.536274875E1;2.049937592E2;3.411000061E2;1.110562515E2;4.131647933E2
1.537274875E1;2.050125122E2;3.412125244E2;1.109437561E2;4.132367772E2
1.538274875E1;2.049937592E2;3.409500122E2;1.108312531E2;4.129805307E2
1.539274875E1;2.048812561E2;3.411750183E2;1.104937515E2;4.130200859E2
1.540274875E1;2.050312653E2;3.409687500E2;1.105125046E2;4.129291972E2
1.541274875E1;2.050312653E2;3.409687500E2;1.104187546E2;4.129041167E2
1.542274875E1;2.051625061E2;3.407437744E2;1.104375076E2;4.127885861E2
1.543274875E1;2.048062592E2;3.403500061E2;1.102500076E2;4.122363335E2
1.544274875E1;2.044687653E2;3.403125000E2;1.101375046E2;4.120076984E2
1.545274875E1;2.044875031E2;3.402000122E2;1.101562576E2;4.119291059E2
1.546274875E1;2.044125061E2;3.402562561E2;1.101187515E2;4.119283092E2
1.547274875E1;2.044500122E2;3.402375183E2;1.103250046E2;4.119866296E2
1.548274875E1;2.043937531E2;3.402937622E2;1.100437546E2;4.119299441E2
1.549274875E1;2.044875031E2;3.399187622E2;1.102125015E2;4.117119130E2
1.550274875E1;2.047875061E2;3.401812744E2;1.102312546E2;4.120827000E2
1.551274875E1;2.050687561E2;3.402750244E2;1.103062515E2;4.123199681E2
1.552274875E1;2.052937622E2;3.402750244E2;1.102687531E2;4.124218944E2
1.553274875E1;2.052937622E2;3.403687744E2;1.104562531E2;4.125494094E2
1.554274875E1;2.053687592E2;3.403875122E2;1.103812561E2;4.125821220E2
1.555274875E1;2.054250031E2;3.402375183E2;1.102500076E2;4.124512879E2
1.556274875E1;2.053875122E2;3.399000244E2;1.104187546E2;4.121994155E2
1.557274875E1;2.052187653E2;3.400125122E2;1.102125015E2;4.121529395E2
1.558274875E1;2.049750061E2;3.401437683E2;1.103437576E2;4.121750612E2
1.559274875E1;2.050500031E2;3.401250000E2;1.102312546E2;4.121667731E2
1.560274875E1;2.049750061E2;3.403312683E2;1.103437576E2;4.123298075E2
1.561274875E1;2.048625031E2;3.404812622E2;1.103437576E2;4.123977206E2
1.562274875E1;2.047875061E2;3.405937500E2;1.103625031E2;4.124583704E2
1.563274875E1;2.048437653E2;3.404812622E2;1.104375076E2;4.124135075E2
1.564274875E1;2.047125092E2;3.407625122E2;1.105312576E2;4.126056956E2
1.565274875E1;2.046375122E2;3.408750000E2;1.105687561E2;4.126714515E2
1.566274875E1;2.045250092E2;3.408187561E2;1.103250046E2;4.125039521E2
1.567274875E1;2.044687653E2;3.407250061E2;1.105125046E2;4.124488082E2
1.568274875E1;2.044687653E2;3.408187561E2;1.105125046E2;4.125262587E2
1.569274875E1;2.044500122E2;3.408375244E2;1.103437576E2;4.124872972E2
1.570274875E1;2.046187592E2;3.407625122E2;1.105125046E2;4.125541661E2
1.571274875E1;2.042062531E2;3.407437744E2;1.106437531E2;4.123694383E2
1.572274875E1;2.043000031E2;3.406687622E2;1.105875015E2;4.123388076E2
1.573274875E1;2.043562622E2;3.406125183E2;1.107937546E2;4.123755880E2
1.574274875E1;2.044500122E2;3.403687744E2;1.109437561E2;4.122611152E2
1.575274875E1;2.046750031E2;3.407812500E2;1.107375031E2;4.126578629E2
1.576274875E1;2.046000061E2;3.406500244E2;1.107375031E2;4.125122983E2
1.577274875E1;2.043750153E2;3.406312561E2;1.109062576E2;4.124305972E2
1.578274875E1;2.042250061E2;3.405375061E2;1.110375061E2;4.123141690E2
1.579274875E1;2.044312592E2;3.405187683E2;1.111312561E2;4.124261478E2
1.580274875E1;2.043937531E2;3.403875122E2;1.113000031E2;4.123447046E2
1.581274875E1;2.043187561E2;3.402187500E2;1.113562546E2;4.121834147E2
1.582274875E1;2.043187561E2;3.404250183E2;1.115250015E2;4.123992885E2
1.583274875E1;2.041500092E2;3.401437683E2;1.116562576E2;4.121190717E2
1.584274875E1;2.041875153E2;3.402000122E2;1.117875061E2;4.122196456E2
1.585274875E1;2.043937531E2;3.401625061E2;1.118062515E2;4.122959795E2
1.586274875E1;2.043562622E2;3.403500061E2;1.117125015E2;4.124067065E2
1.587274875E1;2.043187561E2;3.402562561E2;1.118062515E2;4.123361636E2
1.588274875E1;2.043000031E2;3.404812622E2;1.117500076E2;4.124973277E2
1.589274875E1;2.043750153E2;3.406500244E2;1.116937561E2;4.126585527E2
1.590274875E1;2.043000031E2;3.407250061E2;1.117125015E2;4.126883861E2
1.591274875E1;2.042062531E2;3.405937500E2;1.118062515E2;4.125590069E2
1.592274875E1;2.043375092E2;3.404250183E2;1.118625031E2;4.124999762E2
1.593274875E1;2.043562622E2;3.402187500E2;1.117500076E2;4.123085543E2
1.594274875E1;2.043750153E2;3.402000122E2;1.119562531E2;4.123583366E2
1.595274875E1;2.043562622E2;3.402187500E2;1.119750061E2;4.123695936E2
1.596274875E1;2.044875031E2;3.400875244E2;1.120687561E2;4.123518755E2
1.597274875E1;2.043187561E2;3.399750061E2;1.119562531E2;4.121448307E2
1.598274875E1;2.042437592E2;3.398062744E2;1.119375076E2;4.119633757E2
1.599274875E1;2.043000031E2;3.398625183E2;1.119562531E2;4.120427468E2
1.600274875E1;2.042062531E2;3.397125244E2;1.118250046E2;4.118368909E2
1.601274875E1;2.043562622E2;3.396937561E2;1.118437576E2;4.119009055E2
1.602274875E1;2.044312592E2;3.397687683E2;1.118250046E2;4.119948875E2
1.603274875E1;2.044687653E2;3.398625183E2;1.116750031E2;4.120501348E2
1.604274875E1;2.045437622E2;3.399187622E2;1.116375046E2;4.121235834E2
1.605274875E1;2.047687531E2;3.396750183E2;1.118250046E2;4.120851756E2
1.606274875E1;2.049187622E2;3.397687683E2;1.119187546E2;4.122624439E2
1.607274875E1;2.049187622E2;3.396000061E2;1.119187546E2;4.121233685E2
1.608274875E1;2.049000092E2;3.397125244E2;1.121812515E2;4.122781175E2
1.609274875E1;2.048437653E2;3.398062744E2;1.121062546E2;4.123070271E2
1.610274875E1;2.047312622E2;3.396937561E2;1.121250076E2;4.121635052E2
1.611274875E1;2.046937561E2;3.398437500E2;1.121250076E2;4.122685115E2
1.612274875E1;2.045062561E2;3.397875061E2;1.119187546E2;4.120730102E2
1.613274875E1;2.044500122E2;3.400312500E2;1.119187546E2;4.122461232E2
1.614274875E1;2.042437592E2;3.399000244E2;1.118812561E2;4.120254303E2
1.615274875E1;2.043187561E2;3.400687561E2;1.118625031E2;4.121967159E2
1.616274875E1;2.044125061E2;3.400500183E2;1.117687531E2;4.122023068E2
1.617274875E1;2.044500122E2;3.400125122E2;1.118625031E2;4.122153994E2
1.618274875E1;2.045437622E2;3.401812744E2;1.116937561E2;4.123553629E2
1.619274875E1;2.046000061E2;3.401062622E2;1.116375046E2;4.123061539E2
1.620274875E1;2.046562653E2;3.401062622E2;1.116375046E2;4.123340744E2
1.621274875E1;2.046187592E2;3.400500183E2;1.117312546E2;4.122944637E2
1.622274875E1;2.048062592E2;3.401437683E2;1.116937561E2;4.124547030E2
1.623274875E1;2.046937561E2;3.402562561E2;1.116750031E2;4.124865572E2
1.624274875E1;2.046187592E2;3.402750244E2;1.116375046E2;4.124546778E2
1.625274875E1;2.043562622E2;3.401625061E2;1.116000061E2;4.122215106E2
1.626274875E1;2.042812653E2;3.401062622E2;1.117125015E2;4.121683975E2
1.627274875E1;2.043562622E2;3.400125122E2;1.117312546E2;4.121333081E2
1.628274875E1;2.042062531E2;3.399000244E2;1.118625031E2;4.120017475E2
1.629274875E1;2.044125061E2;3.399375000E2;1.116562576E2;4.120789929E2
1.630274875E1;2.045812531E2;3.398625183E2;1.114875031E2;4.120551951E2
1.631274875E1;2.046000061E2;3.397500000E2;1.115062561E2;4.119767835E2
1.632274875E1;2.047312622E2;3.398062744E2;1.115625076E2;4.121036119E2
1.633274875E1;2.048625031E2;3.400125122E2;1.117312546E2;4.123845619E2
1.634274875E1;2.048437653E2;3.399375000E2;1.119750061E2;4.123795267E2
1.635274875E1;2.047125092E2;3.399750061E2;1.120687561E2;4.123707340E2
1.636274875E1;2.047687531E2;3.400687561E2;1.121250076E2;4.124912344E2
1.637274875E1;2.045250092E2;3.402000122E2;1.120687561E2;4.124632514E2
1.638274875E1;2.042812653E2;3.402000122E2;1.124625015E2;4.124496307E2
1.639274875E1;2.042812653E2;3.402562561E2;1.125937576E2;4.125318284E2
1.640274875E1;2.041500092E2;3.401625061E2;1.124812546E2;4.123588115E2
1.641274875E1;2.041125031E2;3.399750061E2;1.124812546E2;4.121855787E2
1.642274875E1;2.040937653E2;3.399937744E2;1.121812515E2;4.121100155E2
1.643274875E1;2.041875153E2;3.401437683E2;1.122750015E2;4.123057124E2
1.644274875E1;2.042062531E2;3.401625061E2;1.122562561E2;4.123253465E2
1.645274875E1;2.041687622E2;3.400875244E2;1.123125076E2;4.122602420E2
1.646274875E1;2.043000031E2;3.401250000E2;1.121062546E2;4.123000354E2
1.647274875E1;2.044125061E2;3.400687561E2;1.119000015E2;4.122533710E2
1.648274875E1;2.045250092E2;3.402000122E2;1.118812561E2;4.124123460E2
1.649274875E1;2.046750031E2;3.402375183E2;1.118250046E2;4.125024332E2
1.650274875E1;2.048062592E2;3.402187500E2;1.119562531E2;4.125876928E2
1.651274875E1;2.047125092E2;3.401250000E2;1.118437576E2;4.124333318E2
1.652274875E1;2.048250122E2;3.401625061E2;1.118062515E2;4.125099442E2
1.653274875E1;2.049937592E2;3.400875244E2;1.119000015E2;4.125573607E2
1.654274875E1;2.048625031E2;3.400875244E2;1.118062515E2;4.124667348E2
1.655274875E1;2.048250122E2;3.402187500E2;1.119000015E2;4.125817420E2
1.656274875E1;2.049000092E2;3.401062622E2;1.118812561E2;4.125211495E2
1.657274875E1;2.048812561E2;3.400875244E2;1.120312576E2;4.125370966E2
1.658274875E1;2.048437653E2;3.401625061E2;1.120687561E2;4.125904808E2
1.659274875E1;2.049000092E2;3.402750244E2;1.119000015E2;4.126653806E2
1.660274875E1;2.049187622E2;3.403875122E2;1.118812561E2;4.127623687E2
1.661274875E1;2.048062592E2;3.402750244E2;1.116562576E2;4.125528038E2
1.662274875E1;2.049375153E2;3.402187500E2;1.117125015E2;4.125867982E2
1.663274875E1;2.049750061E2;3.403125000E2;1.116187515E2;4.126573597E2
1.664274875E1;2.049937592E2;3.401437683E2;1.119375076E2;4.126138995E2
1.665274875E1;2.052187653E2;3.403687744E2;1.116750031E2;4.128401028E2
1.666274875E1;2.052750092E2;3.403500061E2;1.115625076E2;4.128221762E2
1.667274875E1;2.054250031E2;3.401812744E2;1.116187515E2;4.127729122E2
1.668274875E1;2.054250031E2;3.402187500E2;1.114875031E2;4.127683286E2
1.669274875E1;2.056125031E2;3.404625244E2;1.116562576E2;4.131081599E2
1.670274875E1;2.054812622E2;3.406500244E2;1.118812561E2;4.132582773E2
1.671274875E1;2.052375031E2;3.405000000E2;1.119937515E2;4.130439239E2
1.672274875E1;2.049187622E2;3.409125061E2;1.116937561E2;4.131446854E2
1.673274875E1;2.046000061E2;3.407437744E2;1.119187546E2;4.129083311E2
1.674274875E1;2.046187592E2;3.406687622E2;1.118437576E2;4.128354009E2
1.675274875E1;2.044312592E2;3.407062683E2;1.118437576E2;4.127734574E2
1.676274875E1;2.044875031E2;3.404812622E2;1.120312576E2;4.126664894E2
1.677274875E1;2.046375122E2;3.403687744E2;1.122000046E2;4.126938999E2
1.678274875E1;2.047687531E2;3.402562561E2;1.119750061E2;4.126050945E2
1.679274875E1;2.047125092E2;3.402000122E2;1.120687561E2;4.125562577E2
1.680274875E1;2.047500153E2;3.401437683E2;1.121625061E2;4.125539718E2
1.681274875E1;2.048250122E2;3.402000122E2;1.122375031E2;4.126579589E2
1.682274875E1;2.047875061E2;3.401250000E2;1.123875046E2;4.126183339E2
1.683274875E1;2.046750031E2;3.402000122E2;1.125375061E2;4.126652341E2
1.684274875E1;2.044312592E2;3.403687744E2;1.124437561E2;4.126580189E2
1.685274875E1;2.039812622E2;3.403312683E2;1.121812515E2;4.123328276E2
1.686274875E1;2.038687592E2;3.402937622E2;1.120875015E2;4.122207219E2
1.687274875E1;2.040375061E2;3.403125000E2;1.118437576E2;4.122534750E2
1.688274875E1;2.040187531E2;3.402000122E2;1.119000015E2;4.121666050E2
1.689274875E1;2.039062653E2;3.401812744E2;1.117312546E2;4.120496787E2
1.690274875E1;2.041125031E2;3.401062622E2;1.116187515E2;4.120593758E2
1.691274875E1;2.043562622E2;3.398437500E2;1.116000061E2;4.119585145E2
1.692274875E1;2.042250061E2;3.398437500E2;1.116375046E2;4.119035809E2
1.693274875E1;2.043937531E2;3.398437500E2;1.116375046E2;4.119872730E2
1.694274875E1;2.043562622E2;3.398250122E2;1.117500076E2;4.119837194E2
1.695274875E1;2.044500122E2;3.399750061E2;1.119750061E2;4.122150097E2
1.696274875E1;2.045437622E2;3.399750061E2;1.118812561E2;4.122360621E2
1.697274875E1;2.046562653E2;3.398625183E2;1.118062515E2;4.121787915E2
1.698274875E1;2.045250092E2;3.400312500E2;1.116937561E2;4.122223011E2
1.699274875E1;2.043937531E2;3.402000122E2;1.116375046E2;4.122811990E2
1.700274875E1;2.046000061E2;3.401062622E2;1.117125015E2;4.123264666E2
1.701274875E1;2.046750031E2;3.401812744E2;1.118250046E2;4.124560437E2
1.702274875E1;2.046750031E2;3.401812744E2;1.119187546E2;4.124814711E2
1.703274875E1;2.046750031E2;3.402187500E2;1.117312546E2;4.124615473E2
1.704274875E1;2.047125092E2;3.402000122E2;1.115812531E2;4.124240969E2
1.705274875E1;2.046000061E2;3.401812744E2;1.114687576E2;4.123223810E2
1.706274875E1;2.043187561E2;3.401250000E2;1.116562576E2;4.121872021E2
1.707274875E1;2.043375092E2;3.402000122E2;1.116375046E2;4.122533182E2
1.708274875E1;2.044687653E2;3.402562561E2;1.113562546E2;4.122887474E2
1.709274875E1;2.044312592E2;3.401250000E2;1.113000031E2;4.121466317E2
1.710274875E1;2.044875031E2;3.401437683E2;1.111875076E2;4.121596582E2
1.711274875E1;2.044875031E2;3.399750061E2;1.111875076E2;4.120203946E2
1.712274875E1;2.044875031E2;3.399187622E2;1.112250061E2;4.119841087E2
1.713274875E1;2.043750153E2;3.400125122E2;1.115062561E2;4.120816672E2
1.714274875E1;2.045625153E2;3.400312500E2;1.113750076E2;4.121546627E2
1.715274875E1;2.047875061E2;3.399750061E2;1.112812576E2;4.121946697E2
1.716274875E1;2.045250092E2;3.398437500E2;1.114312515E2;4.119965747E2
1.717274875E1;2.044875031E2;3.398625183E2;1.113187561E2;4.119630271E2
1.718274875E1;2.043562622E2;3.397312622E2;1.111125031E2;4.117338956E2
1.719274875E1;2.042625122E2;3.398812561E2;1.108687515E2;4.117454580E2
1.720274875E1;2.042437592E2;3.396562500E2;1.109062576E2;4.115605415E2
1.721274875E1;2.042625122E2;3.397687683E2;1.107937546E2;4.116324160E2
1.722274875E1;2.040562592E2;3.397875061E2;1.109625015E2;4.115910385E2
1.723274875E1;2.037375031E2;3.397875061E2;1.109062576E2;4.114179352E2
1.724274875E1;2.037562561E2;3.399000244E2;1.109250031E2;4.115252055E2
1.725274875E1;2.036625061E2;3.401250000E2;1.110750046E2;4.117050991E2
1.726274875E1;2.038500061E2;3.403500061E2;1.112625046E2;4.120343391E2
1.727274875E1;2.039625092E2;3.401250000E2;1.117875061E2;4.120463169E2
1.728274875E1;2.038687592E2;3.403125000E2;1.120125046E2;4.122158049E2
1.729274875E1;2.040562592E2;3.401437683E2;1.122750015E2;4.122407258E2
1.730274875E1;2.043000031E2;3.400687561E2;1.126875076E2;4.124120809E2
1.731274875E1;2.044125061E2;3.399562683E2;1.132125015E2;4.125188572E2
1.732274875E1;2.044312592E2;3.399375000E2;1.132875061E2;4.125332746E2
1.733274875E1;2.046187592E2;3.397125244E2;1.135312576E2;4.125079179E2
1.734274875E1;2.046000061E2;3.396187744E2;1.138875046E2;4.125196215E2
1.735274875E1;2.046937561E2;3.396750183E2;1.138687515E2;4.126072520E2
1.736274875E1;2.048625031E2;3.398250122E2;1.137937546E2;4.127937774E2
1.737274875E1;2.049187622E2;3.399937744E2;1.134937515E2;4.128780660E2
1.738274875E1;2.049562531E2;3.401625061E2;1.129500046E2;4.128865459E2
1.739274875E1;2.049187622E2;3.402000122E2;1.128187561E2;4.128629544E2
1.740274875E1;2.052937622E2;3.402000122E2;1.129687576E2;4.130902048E2
1.741274875E1;2.052750092E2;3.405000000E2;1.128750076E2;4.133023672E2
1.742274875E1;2.052937622E2;3.405750122E2;1.126687546E2;4.133172099E2
1.743274875E1;2.051250153E2;3.405562744E2;1.126312561E2;4.132077538E2
1.744274875E1;2.051812592E2;3.403500061E2;1.127437515E2;4.130963922E2
1.745274875E1;2.051062622E2;3.402187500E2;1.129312515E2;4.130022327E2
1.746274875E1;2.049375153E2;3.400500183E2;1.131375046E2;4.128359178E2
1.747274875E1;2.048812561E2;3.399562683E2;1.131375046E2;4.127307699E2
1.748274875E1;2.046187592E2;3.399000244E2;1.130437546E2;4.125284883E2
1.749274875E1;2.045250092E2;3.396187744E2;1.129500046E2;4.122245685E2
1.750274875E1;2.045250092E2;3.396750183E2;1.128187561E2;4.122349684E2
1.751274875E1;2.047312622E2;3.396937561E2;1.128000031E2;4.123476426E2
1.752274875E1;2.047875061E2;3.399750061E2;1.126687546E2;4.125714189E2
1.753274875E1;2.047500153E2;3.398062744E2;1.126875076E2;4.124188978E2
1.754274875E1;2.046937561E2;3.399562683E2;1.128750076E2;4.125658317E2
1.755274875E1;2.048812561E2;3.402000122E2;1.128750076E2;4.128597156E2
1.756274875E1;2.049750061E2;3.401062622E2;1.129312515E2;4.128443899E2
1.757274875E1;2.050125122E2;3.402562561E2;1.130812531E2;4.130276259E2
1.758274875E1;2.049375153E2;3.401250000E2;1.131562576E2;4.129028208E2
1.759274875E1;2.046000061E2;3.403125000E2;1.130812531E2;4.128693861E2
1.760274875E1;2.044125061E2;3.402000122E2;1.129875031E2;4.126580870E2
1.761274875E1;2.045812531E2;3.401437683E2;1.128375015E2;4.126543032E2
1.762274875E1;2.047125092E2;3.401250000E2;1.126312561E2;4.126475819E2
1.763274875E1;2.046750031E2;3.401250000E2;1.124812546E2;4.125880574E2
1.764274875E1;2.045812531E2;3.402750244E2;1.125187531E2;4.126754792E2
1.765274875E1;2.046187592E2;3.402937622E2;1.122562561E2;4.126380354E2
1.766274875E1;2.048062592E2;3.403687744E2;1.123125076E2;4.128081949E2
1.767274875E1;2.050125122E2;3.401062622E2;1.123125076E2;4.126941957E2
1.768274875E1;2.049187622E2;3.401437683E2;1.122187576E2;4.126530404E2
1.769274875E1;2.048625031E2;3.404812622E2;1.122187576E2;4.129033599E2
1.770274875E1;2.049187622E2;3.402562561E2;1.120500031E2;4.126999177E2
1.771274875E1;2.048062592E2;3.402375183E2;1.117875061E2;4.125574132E2
1.772274875E1;2.049562531E2;3.401812744E2;1.114687576E2;4.124992716E2
1.773274875E1;2.048062592E2;3.401812744E2;1.113750076E2;4.123994369E2
1.774274875E1;2.047687531E2;3.401437683E2;1.110937576E2;4.122739967E2
1.775274875E1;2.048437653E2;3.402375183E2;1.111687546E2;4.124088130E2
1.776274875E1;2.049187622E2;3.402187500E2;1.112062531E2;4.124406959E2
1.777274875E1;2.046937561E2;3.402187500E2;1.113375015E2;4.123643667E2
1.778274875E1;2.044500122E2;3.403312683E2;1.112625046E2;4.123160494E2
1.779274875E1;2.043000031E2;3.404625244E2;1.113000031E2;4.123601732E2
1.780274875E1;2.043000031E2;3.403687744E2;1.113937531E2;4.123080912E2
1.781274875E1;2.044875031E2;3.401812744E2;1.114687576E2;4.122665670E2
1.782274875E1;2.043562622E2;3.401250000E2;1.115437546E2;4.121753349E2
1.783274875E1;2.040375061E2;3.400312500E2;1.115437546E2;4.119400006E2
1.784274875E1;2.040750122E2;3.399000244E2;1.114875031E2;4.118350404E2
1.785274875E1;2.040187531E2;3.399562683E2;1.115062561E2;4.118586664E2
1.786274875E1;2.044500122E2;3.400125122E2;1.116937561E2;4.121696387E2
1.787274875E1;2.045250092E2;3.400875244E2;1.118625031E2;4.123144713E2
1.788274875E1;2.045437622E2;3.401625061E2;1.119187546E2;4.124008837E2
1.789274875E1;2.045625153E2;3.401812744E2;1.119750061E2;4.124409341E2
1.790274875E1;2.045250092E2;3.402000122E2;1.120312576E2;4.124530644E2
1.791274875E1;2.046187592E2;3.403125000E2;1.120687561E2;4.126025210E2
1.792274875E1;2.047500153E2;3.403687744E2;1.120875015E2;4.127191289E2
1.793274875E1;2.050125122E2;3.403687744E2;1.119562531E2;4.128138023E2
1.794274875E1;2.046750031E2;3.403500061E2;1.118812561E2;4.126104688E2
1.795274875E1;2.048062592E2;3.401625061E2;1.121625061E2;4.125973365E2
1.796274875E1;2.045625153E2;3.402562561E2;1.122000046E2;4.125639144E2
1.797274875E1;2.045250092E2;3.402187500E2;1.121062546E2;4.124888963E2
1.798274875E1;2.043750153E2;3.402937622E2;1.120875015E2;4.124713317E2
1.799274875E1;2.044875031E2;3.403687744E2;1.118437576E2;4.125228086E2
1.800274875E1;2.044125061E2;3.403312683E2;1.120312576E2;4.125055727E2
1.801274875E1;2.043187561E2;3.402375183E2;1.121625061E2;4.124174472E2
1.802274875E1;2.044312592E2;3.400875244E2;1.121812515E2;4.123545770E2
1.803274875E1;2.043937531E2;3.401625061E2;1.119187546E2;4.123265023E2
1.804274875E1;2.046375122E2;3.401625061E2;1.119375076E2;4.124524792E2
1.805274875E1;2.046000061E2;3.402562561E2;1.119750061E2;4.125213744E2
1.806274875E1;2.050312653E2;3.402750244E2;1.118812561E2;4.127254868E2
1.807274875E1;2.050312653E2;3.402187500E2;1.120687561E2;4.127299646E2
1.808274875E1;2.048625031E2;3.402750244E2;1.120875015E2;4.126976440E2
